,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,CRATE
1,0.379491,0.3670716352611941,0.3488189470198675,0.3237040932721713,0.2906426544209216,0.2493690818181818,0.2054586153846152,0.1210209154411763,0.0546910528120713,0.044771231707317,0.0376551668203827,0.0307547189148455,0.0222340628140703,0.010539562150056,0.0025704473406128,0.0008568157802042,0.0,1.05
3,0.562994,0.5369557955539357,0.5111041125954199,0.4720345572625698,0.4179467242798353,0.3498313251028805,0.2910686315789472,0.2303822380952381,0.1211379196428573,0.0714496310790273,0.0616127213500784,0.0536865084910237,0.0455369896121883,0.0349511367924528,0.0213636985645933,0.0019558821328344,0.0,0.575
4,0.388578125,0.3686915641534391,0.352690210181079,0.3316671679265659,0.3025387976283049,0.2646042310329068,0.2222360246447601,0.1708098437499997,0.0879109296218488,0.0529706270990764,0.0453563987209993,0.0391482110556155,0.0326881341596507,0.0242247006960556,0.0135646492604213,0.0016377247679814,0.0,0.8124999999999999
6,0.28631425,0.2786869255793227,0.2663151405555555,0.2488906465617716,0.2248598797224364,0.1937808892857143,0.1609159077130852,0.0978691668552035,0.0483564900758251,0.0408575523390842,0.0354646917022032,0.0302307708237371,0.0237810674988703,0.014779890255009,0.0033421781623505,0.0011140593874501,0.0,1.2875
7,0.499003875,0.4859809091555978,0.4630350195552148,0.4058817836538463,0.3337040034246578,0.2792834939189189,0.2315634448324021,0.1350832164179102,0.0617507707399103,0.0513863365891132,0.0437436119344773,0.0361747856833909,0.0265472431163954,0.0132299908038147,0.0008243761715089,0.0002747920571696,0.0,0.3375
8,0.4115968124999998,0.3896123089454975,0.370253522090517,0.3368891377967358,0.2932248022769515,0.2471201707155477,0.2071091911549707,0.1466031838450291,0.0627220222275334,0.0509372595887245,0.0443198841894438,0.0383667510148041,0.031601853635204,0.0218001902654867,0.0111090083857442,0.000576534090909,0.0,0.4562499999999999
10,0.245804125,0.2362051281574049,0.2189125909404574,0.1954770730838944,0.166421825,0.1281809197566628,0.0665969676430517,0.038373390515836,0.0322818627480734,0.0273377167332194,0.0220939192459092,0.0151750496877139,0.0065602167257683,0.0039162186245731,0.0023497311747439,0.0007832437249146,0.0,1.88125
12,0.281718,0.2683177952540578,0.2578631629996493,0.2425715953125,0.2220071243115055,0.1935192920454544,0.1586394644247404,0.1031896571782176,0.030540461457357,0.020874611891317,0.015947379072717,0.0119911601131889,0.0081464609791069,0.0039138104310153,0.0015359370852136,0.0005119790284045,0.0,0.69375
13,0.4067459375,0.3841525751133785,0.3527154945023148,0.3125184764720077,0.2669598531626506,0.205086150874291,0.1112394205298013,0.0673322419354838,0.0579052897361086,0.0501738059485256,0.0420549460435888,0.0311113464557926,0.0173503476412303,0.0039049948726713,0.0023429969236028,0.0007809989745342,0.0,1.64375
15,0.7096490625,0.6998882405546625,0.6859801713709678,0.6428016826923079,0.5682347010869565,0.4116493844696974,0.3202973820754716,0.2519337784090909,0.1262833906250002,0.0772391995967742,0.0666952022058823,0.0578898051364942,0.0485160033462866,0.0356261376953124,0.0200496676344743,0.0004166381200328,0.0,0.21875
16,0.49894790625,0.4867196844120553,0.4715517709845734,0.4379698206967215,0.3893429817073172,0.3051116758643617,0.2477844091911764,0.2016671776175213,0.1075868858060749,0.0583891227122987,0.0497322337172591,0.043006819622582,0.0362452105309839,0.0276602237398511,0.0162572119603064,0.0013970055147058,0.0,0.2781249999999999
